10.35489,-0.01436,-0.63671
10.53680,-0.36862,-0.83777
10.53680,-0.45479,-0.85692
10.44106,-0.13883,-0.78033
10.36446,-0.04309,-0.72288
10.42191,-0.05266,-0.70373
10.47936,-0.09096,-0.62713
10.45063,0.05266,-0.69416
10.32616,0.15798,-0.69416
10.26872,0.39734,-0.65586
10.35489,0.62713,-0.60798
10.39319,0.70373,-0.50266
10.40276,0.33032,-0.53139
10.36446,-0.21543,-0.72288
10.32616,-0.41649,-0.82820
10.31659,-0.41649,-0.67501
10.33574,0.02394,-0.65586
10.41233,-0.28245,-0.64628
10.46021,-0.68458,-0.74203
10.30701,-1.00054,-0.51224
9.49318,-3.06865,0.49309
8.80381,-4.36121,0.79948
9.38786,-3.45163,-0.27287
10.86234,-2.47502,-1.19203
12.74853,-2.49417,-0.63671
13.58151,-3.27929,0.54096
12.26022,-4.41866,1.35480
10.65170,-6.26655,0.68458
10.91979,-8.03784,-0.15798
12.47086,-8.93785,-0.31117
12.76768,-8.93785,0.14841
12.20278,-7.59741,0.81862
13.00704,-6.62081,2.04417
14.74004,-7.13783,3.17397
15.93686,-7.86550,2.63779
16.10920,-7.86550,1.56544
16.03260,-6.96549,1.44097
16.62623,-7.02294,2.37928
17.31559,-7.48252,2.31226
17.66985,-7.28145,1.82395
17.33474,-6.56336,2.48460
17.34432,-6.12293,3.35588
18.02411,-6.42932,3.34631
18.00496,-6.68783,2.79098
16.74112,-6.22825,2.62822
15.65919,-5.60590,3.03035
15.43898,-5.30909,3.04950
15.68792,-4.95484,2.88673
14.60599,-4.11227,3.61440
12.80598,-3.72929,4.88781
11.72405,-4.16015,4.78249
11.75277,-4.83994,3.74844
11.66660,-4.80164,2.85801
10.58468,-4.05483,2.96333
9.10062,-3.20269,2.96333
7.76018,-2.81013,2.81013
6.75485,-2.84843,2.95375
5.97931,-2.79098,3.03035
5.07930,-2.51332,2.63779
4.03568,-2.41758,3.04950
2.94418,-2.76226,4.27504
1.91012,-2.75269,4.07398
1.30693,-2.55162,3.84419
0.98139,-2.83886,4.73462
0.42607,-3.39418,5.21335
-0.09096,-3.03035,4.92611
-0.44522,-2.04417,5.01228
-0.83777,-1.61331,6.33357
-1.34523,-1.61331,6.94634
-1.68991,-1.68034,6.55379
-2.16864,-1.75693,6.14208
-2.59949,-1.89098,6.13251
-2.87716,-2.03459,6.07506
-3.07822,-2.01545,5.70165
-3.45163,-1.69948,5.69208
-3.93036,-1.12501,5.78782
-4.45696,-0.46437,6.02719
-4.48568,-0.34947,6.21868
-4.43781,-0.61756,6.10378
-4.96441,-0.79948,5.50059
-5.51016,-0.84735,5.06016
-5.90272,-0.77075,4.90696
-6.06548,-0.57926,4.96441
-6.04633,-0.18670,4.63887
-6.02719,0.11968,4.60058
-6.29527,0.44522,4.80164
-6.75485,0.54096,4.87824
-7.01337,0.65586,4.58143
-6.78358,0.53139,4.24632
-6.63038,0.37820,3.92078
-6.88890,0.66543,3.53780
-6.88890,0.76118,3.56652
-6.65911,0.74203,3.63355
-6.61123,0.81862,3.47078
-6.84102,0.59841,3.05907
-7.19528,0.36862,2.30268
-7.37720,0.20585,1.43140
-7.54954,0.07181,0.80905
-7.82720,0.00000,0.25373
-8.02827,0.16755,-0.31117
-7.96125,0.16755,-0.58884
-8.35380,0.38777,-0.60798
-8.80381,0.64628,-0.74203
-8.83253,0.78990,-1.19203
-8.41125,1.00054,-2.08247
-8.70806,0.82820,-2.26438
-9.11019,0.26330,-1.96757
-8.95700,0.30160,-1.87183
-8.67934,0.91437,-1.95800
-8.60274,1.09629,-2.14949
-8.69849,0.85692,-2.52290
-9.04317,0.48352,-2.74311
-9.34956,0.18670,-2.85801
-9.23466,0.25373,-2.89630
-8.92828,0.54096,-2.36970
-8.83253,1.19203,-1.85268
-9.05275,1.62289,-1.67076
-9.25381,1.48884,-1.38352
-9.21551,1.10586,-1.34523
-9.02402,0.76118,-1.35480
