-8.71764,-1.93885,0.89522
-8.64104,-2.11119,1.00054
-8.70806,-2.12077,0.85692
-8.78466,-2.07289,0.77075
-8.64104,-2.12077,0.81862
-8.52615,-2.13034,0.77075
-8.51657,-2.13034,0.75160
-8.46870,-2.07289,0.62713
-8.41125,-1.77608,0.58884
-8.32508,-1.44097,0.37820
-8.15274,-1.07714,0.16755
-8.00912,-0.52181,-0.25373
-8.08572,0.29202,-0.79948
-8.09529,1.26863,-1.61331
-7.91337,2.21651,-2.39843
-7.68358,3.04950,-2.96333
-7.41550,3.56652,-3.35588
-7.10911,3.97823,-4.28462
-7.00379,4.38036,-5.47186
-6.90805,4.65802,-6.62081
-6.65911,4.72505,-7.76018
-6.14208,4.55270,-8.79423
-5.77825,4.39951,-9.71339
-5.65378,4.07398,-11.08255
-5.70165,3.47078,-13.18896
-5.45271,1.68034,-15.46770
-4.04525,-1.68034,-18.16773
-1.52714,-4.57185,-19.55604
-3.42291,-7.15698,-19.56562
-3.08780,-9.92403,-19.60391
-2.53247,-11.59958,-19.60391
-0.62713,-13.41875,-19.60391
0.84735,-15.98473,-19.60391
1.31650,-18.56986,-19.54647
1.26863,-19.59434,-18.70390
0.71330,-19.14433,-18.01454
0.57926,-18.41667,-16.33899
1.99630,-19.35497,-13.77301
3.61440,-19.59434,-12.47086
4.45696,-19.57519,-11.66660
4.95484,-19.59434,-10.33574
5.50059,-19.52732,-7.75061
6.15165,-18.95284,-5.42399
6.74528,-18.63688,-4.14100
6.78358,-17.66985,-3.68142
6.45804,-16.18579,-1.92927
7.28145,-15.38153,1.25905
8.21976,-13.94535,4.10270
7.62614,-11.97299,5.64420
5.76867,-10.78574,5.85484
3.76759,-10.20169,5.88357
2.60907,-9.58892,6.34315
2.14949,-8.57402,7.94210
1.39310,-7.72188,8.22934
0.61756,-6.99422,8.42083
-0.37820,-6.31442,8.15274
-1.38352,-5.89314,7.98997
-1.90055,-5.51016,7.63571
-2.30268,-5.28037,7.47294
-2.72396,-5.11760,7.82720
-2.97290,-4.78249,8.61232
-3.00162,-4.24632,8.10487
-3.85376,-3.87291,6.73570
-5.08888,-4.05483,5.96974
-5.89314,-4.66760,6.41017
-5.59633,-5.02186,7.44422
-5.15590,-4.16015,7.12826
-5.52931,-2.81971,6.15165
-6.02719,-2.70481,6.02719
-6.02719,-3.81546,6.16123
-6.13251,-4.36121,5.79740
-6.22825,-4.04525,5.36654
-6.04633,-3.35588,5.39526
-5.95059,-2.49417,5.37612
-6.26655,-2.12077,5.08888
-6.82187,-2.46545,4.82079
-7.20486,-3.31759,5.06016
-6.85060,-3.84419,5.07930
-6.66868,-3.39418,4.68675
-6.98464,-3.08780,4.47611
-7.19528,-3.31759,4.49526
-7.27188,-3.57610,4.37079
-7.06124,-3.58567,4.04525
-6.93677,-3.32716,3.78674
-7.09954,-3.07822,3.84419
-7.08996,-2.94418,4.07398
-7.09954,-2.88673,4.24632
-7.38677,-2.81971,3.83461
-7.60699,-2.81971,3.50908
-7.56869,-2.95375,3.68142
-7.41550,-2.93460,3.92078
-7.37720,-2.83886,4.06440
-7.45380,-2.71439,4.06440
-7.53997,-2.64737,3.81546
-7.42507,-2.80056,3.88248
-7.47294,-2.89630,3.96866
-7.70273,-2.80056,3.85376
