-7.51124,5.04101,1.38352
-8.01869,5.11760,1.06756
-8.21019,4.93569,1.44097
-7.74103,4.56228,1.72821
-7.37720,4.45696,1.71863
-7.62614,4.75377,1.63246
-7.90380,4.87824,1.68991
-8.00912,4.83037,1.95800
-7.70273,4.52398,1.94842
-7.51124,4.16972,1.70906
-7.89422,4.36121,1.96757
-8.12401,4.62930,2.19736
-7.84635,4.74419,2.23566
-7.45380,4.66760,2.24523
-7.38677,4.60058,2.05374
-7.58784,4.65802,2.20694
-7.20486,4.41866,2.41758
-6.98464,4.44738,2.39843
-7.63571,5.35697,2.22609
-8.43040,6.09421,2.17821
-8.68891,6.36230,2.31226
-7.74103,5.82612,2.53247
-6.87932,5.34739,2.38885
-7.18571,5.43356,2.27396
-7.65486,5.40484,2.05374
-7.58784,5.36654,1.97715
-7.24315,5.43356,2.05374
-7.34847,5.40484,2.07289
-7.64529,5.32824,2.01545
-7.60699,5.35697,2.10162
-7.21443,5.46229,2.24523
-7.07081,5.49101,2.34098
-7.30060,5.41441,2.14949
-7.44422,5.24207,1.97715
-7.31975,5.07930,1.94842
-7.27188,5.09845,1.89098
-7.36762,5.51016,1.59416
-7.46337,5.67293,1.53672
-7.44422,5.31867,1.47927
-7.30060,5.26122,1.60374
-7.28145,5.67293,1.61331
-7.27188,5.82612,1.63246
-7.23358,5.98889,1.82395
-6.75485,6.29527,2.16864
-6.30485,6.43889,1.93885
-6.41974,6.25697,1.50799
-6.67826,6.17080,1.51757
-6.38144,6.55379,2.10162
-5.62505,6.70698,2.42715
-5.28037,6.66868,2.17821
-5.39526,7.12826,1.93885
-5.49101,7.52082,1.71863
-5.16548,7.47294,1.91970
-5.38569,7.76976,1.95800
-5.32824,7.46337,2.05374
-4.98356,6.85060,1.78566
-4.76334,6.86017,1.50799
-4.71547,7.04209,1.28778
-4.83994,7.32933,1.20161
-4.88781,7.29103,1.15373
-4.93569,7.25273,0.99097
-5.06016,7.24315,0.76118
-5.05058,7.07081,0.71330
-5.00271,7.12826,0.90480
-4.95484,7.54954,1.19203
-4.99313,7.54954,1.17288
-5.06016,7.20486,1.01012
-5.18462,7.44422,1.08671
-5.25165,7.70273,1.19203
-5.25165,7.75061,1.22076
-5.19420,7.87508,1.22076
-5.14633,7.99955,1.32608
-5.15590,8.16231,1.29735
-5.25165,7.98997,1.19203
-5.41441,7.94210,1.31650
-5.39526,8.10487,1.27820
-5.19420,8.00912,1.15373
-5.08888,7.89422,1.08671
-5.16548,7.85593,0.79948
-5.32824,8.08572,0.75160
-5.31867,8.14316,0.94309
-5.20377,8.12401,0.99097
-5.09845,7.75061,0.93352
-5.25165,7.68358,0.71330
-5.32824,7.95167,0.64628
-5.31867,7.88465,0.76118
-5.24207,7.89422,0.74203
-5.21335,7.81763,0.58884
-5.25165,7.99955,0.76118
-5.13675,8.21019,0.69416
-5.19420,8.34423,0.48352
-5.33782,8.16231,1.01012
-5.39526,7.86550,0.78033
-5.23250,7.65486,0.20585
-5.17505,7.96125,0.75160
-5.19420,8.11444,1.52714
-5.06973,8.21019,1.54629
-4.77292,7.88465,1.35480
-5.00271,7.82720,1.14416
-5.33782,7.95167,0.80905
-5.42399,8.04742,0.91437
-5.10803,8.03784,1.01969
-4.80164,7.74103,0.94309
-5.04101,7.76976,0.99097
-5.40484,8.02827,0.78990
-5.35697,7.78890,0.80905
-5.09845,7.66444,1.00054
-5.02186,7.88465,0.76118
-5.17505,7.89422,0.74203
-5.49101,7.90380,0.89522
-5.30909,7.99955,0.97182
-5.02186,7.84635,1.20161
-5.05058,7.59741,0.98139
-5.36654,7.47294,0.99097
-5.48144,7.73146,1.21118
-5.12718,7.75061,1.25905
-4.80164,7.78890,1.20161
-4.93569,8.17189,1.15373
-5.17505,8.02827,1.09629
-5.22292,7.68358,1.24948
-5.09845,8.07614,1.20161
-4.97398,8.27721,1.16331
-4.95484,8.23891,1.12501
-5.10803,8.33465,0.94309
-5.07930,8.45913,1.01969
-4.79207,8.34423,1.03884
-4.66760,8.29636,1.06756
-4.76334,8.09529,1.00054
-4.91654,7.90380,1.09629
-4.83037,7.96125,1.12501
-4.66760,8.01869,1.14416
-4.59100,8.27721,1.43140
-4.67717,8.14316,1.32608
-4.81122,7.65486,1.19203
-4.89739,7.72188,1.09629
-4.93569,8.06657,1.09629
-4.94526,8.15274,1.32608
-4.91654,8.07614,1.48884
-4.91654,8.08572,1.43140
-4.93569,7.99955,1.36437
-5.02186,7.84635,1.36437
-5.08888,7.50167,1.45055
-5.17505,7.40592,1.50799
-5.19420,7.50167,1.42182
-5.19420,7.71231,1.27820
-5.23250,7.91337,1.39310
-5.09845,7.90380,1.56544
-5.06016,7.69316,1.48884
-5.16548,7.74103,1.43140
-5.28037,7.92295,1.32608
-5.14633,7.79848,1.34523
-4.86866,7.72188,1.42182
-4.81122,7.74103,1.21118
-4.97398,7.93252,1.32608
-5.06973,7.73146,1.28778
-4.92611,7.79848,1.21118
-4.70590,8.01869,1.22076
-4.76334,8.03784,1.23991
-5.06973,7.99955,1.16331
-5.25165,7.98997,1.08671
-5.01228,7.91337,1.21118
-4.64845,7.93252,1.31650
-4.67717,8.15274,1.43140
-4.90696,8.40168,1.49842
-5.08888,8.27721,1.46012
-4.97398,7.78890,1.32608
-4.90696,7.75061,1.11544
-4.90696,7.95167,1.16331
-4.99313,8.00912,1.30693
-4.94526,8.08572,1.23991
-4.82079,8.16231,1.26863
-4.66760,7.96125,0.95267
-4.80164,7.81763,0.84735
-5.23250,7.95167,1.15373
-5.31867,8.23891,1.24948
-5.03143,8.27721,1.13459
-4.79207,8.21019,1.01969
-4.97398,8.26763,1.03884
-5.14633,8.21976,1.12501
-5.07930,7.83678,1.17288
-4.89739,7.73146,1.01969
-4.83994,7.89422,1.03884
